diag_id,context,curr_audio_id,res_audio_id,curr_text,res_text,curr_emotion,curr_speed,curr_volume,res_emotion,res_speed,res_volume
entertainment_577,"A : Have you seen the latest superhero movie? It was absolutely mind-blowing! B : Yeah, the special effects were insane! And the plot twists just kept coming. A : I know, right? We should definitely go for the sequel when it comes out.",entertainment_577/c_2.wav,entertainment_577/r_2.wav,B: I just hope it isn't a letdown like some of the others.  ,"  For sure! And hey, even if it isn't perfect, it'll be fun to watch together anyways.",friendly,normal,normal,friendly,fast,normal
technology_19,"A : Can you believe how much technology has evolved? It's simply incredible! B : Yeah, it's amazing. I can hardly keep up with the latest gadgets and software updates. A : It's definitely overwhelming at times, but it also opens up so many opportunities for us.",technology_19/c_0.wav,technology_19/r_0.wav,B: I wonder what the future of technology holds for us.  ,  I just hope it doesn’t get overly complicated and out of hand.,unfriendly,normal,quiet,unfriendly,normal,normal
game_535,"A : I finally beat the last boss yesterday, I'm so pumped! B : No way, that's epic! Did you stream it? I gotta see that! A : Yeah, I saved the whole thing. I'll send you the link later.",game_535/c_2.wav,game_535/r_2.wav,B: I've been stuck on that level for ages.  ,"  Hey, I’ll coach you through that level this weekend, you’ll nail it!",friendly,normal,normal,cheerful,normal,normal
sport_184,"A : Isn't it amazing how our team totally crushed it last night? They were on fire! B : Absolutely, I was jumping out of my seat! Their defense was just unbreakable. A : But it's a bummer we won't see them play for a while now, with the season being over and all.",sport_184/c_1.wav,sport_184/r_1.wav,"B: Yeah, it's going to be a long wait until the next season starts.  ","  Oh come on, it’s not all doom and gloom. We've got replays, and hey, maybe try out some new activities ourselves?",unfriendly,slow,quiet,friendly,normal,normal
music_581,"A : I just found this amazing new band, and I think you're going to love their sound! B : Oh really? What kind of music do they play? A : It's like a mix of electronica with a touch of jazz – it’s so fresh and dynamic!",music_581/c_0.wav,music_581/r_0.wav,"B: I'll have to give them a listen, maybe they'll be my new favorite.  ","  Oh, I hope you like them, it’s always a bit nerve-wracking recommending music to friends.",neutral,slow,quiet,sad,slow,quiet
food_340,"A : Hey, have you ever tried that new Thai place on Fifth? The curry there is out of this world! B : No, but I've heard good things! I'm always up for spicy food. A : Great, we should totally go there for dinner tonight. Their Tom Yum soup is just what you need to kick off the weekend!",food_340/c_2.wav,food_340/r_2.wav,"B: Sounds good, I'll check what time they close.  ","  Oh, fingers crossed they're open late. Thanks for checking!",friendly,normal,normal,friendly,normal,normal
music_260,"A : Hey, have you heard the new album by The Wild Hearts? It's really a blast, isn't it? B : Yeah, I gave it a listen. It's pretty decent, got a couple of catchy tunes. A : I know, right? Track 3 had me dancing in my seat! What did you think about the lyrics?",music_260/c_2.wav,music_260/r_2.wav,"B: It's hard to catch all the words, but the vibe is cool.  ","  Right on! The energy is quite infectious, isn't it? Let's blast it on speakers next time!",friendly,normal,normal,friendly,fast,normal
work_443,"A : So, I've just heard back about the project proposal, and guess what, we got the green light! B : That's fantastic news! I can't wait to get started on the work, our team is going to kill it! A : Absolutely, I am confident we'll do great. Everyone's contributions have been invaluable.",work_443/c_0.wav,work_443/r_0.wav,"B: I do have a few concerns about the timeline, though.  ","  Okay, let's sit down tomorrow and go over the timeline in detail to address your worries.",neutral,slow,normal,neutral,normal,normal
music_386,"A : I just discovered this amazing new band, and their sound is incredible! B : Oh really? What's the name? I'm always up for checking out new music! A : They're called 'Harmonic Revolution'; just wait till you hear their lead guitar!",music_386/c_0.wav,music_386/r_0.wav,"B: That sounds exciting, I'll have to listen to them tonight.  ","  Oh, you're going to love them, I'll send you my favorite track!",neutral,normal,normal,cheerful,normal,normal
shopping_150,"A : I found a great sale on jackets at the mall; we should totally check it out! B : Oh, that sounds fantastic. I've been looking for a new jacket lately. A : Awesome! They have all styles and colors! Let's go tomorrow!",shopping_150/c_1.wav,shopping_150/r_1.wav,B: I hope they have my size.  ,"  They usually stock a wide range, so the chances are good.",neutral,normal,normal,neutral,normal,normal
work_212,"A : I just finished that big project, and the boss was super happy with it! B : That's amazing, you must feel pretty good about wrapping it up, right? A : Yeah, but I'm just drained now, thinking I need a good break.",work_212/c_0.wav,work_212/r_0.wav,"B: So, what's the next step for you at work?  ","  I guess I'll wait for the next assignment, nothing big on the horizon yet.",neutral,normal,normal,neutral,normal,normal
travel_368,"A : Can't believe we're finally going to Hawaii next week! B : It's going to be the adventure of a lifetime, surfing, hiking, you name it! A : Yeah, I've got the whole itinerary planned out perfectly.",travel_368/c_2.wav,travel_368/r_2.wav,B: I just hope the weather stays nice for our trip.  ,"  Absolutely, let's pray for sunshine but hey, we'll be in paradise, rain or shine!",friendly,fast,loud,cheerful,fast,normal
health_71,A : I've finally started that new yoga class I was talking about and I feel amazing! B : That's wonderful to hear! Yoga is such a great way to stay healthy and relieve stress. A : Right? I’ve been sleeping better and feel more energized throughout the day!,health_71/c_0.wav,health_71/r_0.wav,B: Yoga can have such positive effects on your mind and body.  ,"  Yeah, it's quite the holistic workout. Still figuring out some poses, but getting there.",neutral,normal,normal,neutral,normal,normal
music_8,"A : I finally went to that new record store downtown, and it was amazing! B : Oh, that sounds awesome. What kind of music did they have? A : They had everything! From vintage jazz to modern pop, it was like walking into a treasure trove of music!",music_8/c_2.wav,music_8/r_2.wav,B: Did you find anything interesting for yourself?  ,"  You bet! I found this exclusive pressing that I had been looking for forever, and a bonus, it was on sale!",friendly,normal,loud,cheerful,normal,loud
food_47,"A : I just tried that new Italian restaurant downtown, and oh my, the lasagna was to die for! B : Really? I've been looking for a good pasta place. I should check it out sometime. A : Definitely! And make sure to leave room for dessert. Their tiramisu is a masterpiece!",food_47/c_0.wav,food_47/r_0.wav,"B: So, what's their pricing like? Are the portions worth it?  ","  The prices are reasonable, definitely get your money's worth with the generous portions they serve!",neutral,normal,normal,friendly,normal,normal
shopping_393,"A : I just got a great deal on those sneakers I've been eyeing for months! B : No way, that's amazing! Where did you find them? A : Over at the outlet mall, they were having a massive clearance sale!",shopping_393/c_0.wav,shopping_393/r_0.wav,B: I might go check it out tomorrow.  ,"  If you're not in a hurry, they might have more sales upcoming weekend.",neutral,slow,normal,neutral,normal,normal
travel_106,"A : Oh man, the images from Machu Picchu are insane! We've gotta plan a trip there soon! B : I know, right? I've been saving up my vacation days specifically for it. A : But you heard about the recent landslides, right? Might be risky to plan anything now.",travel_106/c_2.wav,travel_106/r_2.wav,"B: Yeah, safety should always come first, that's for sure.  ","  Right on! So, in the meantime, we should totally look into other destinations, get that adventure going!",cheerful,fast,loud,cheerful,fast,normal
entertainment_279,"A : Did you see the latest episode of that new sci-fi show? It was absolutely mind-blowing! B : I know right? The special effects were top-notch, and that plot twist at the end... wow! A : Totally, it's like they've taken the whole genre to a new level. Can't wait for the next one!",entertainment_279/c_0.wav,entertainment_279/r_0.wav,"B: Yeah, and the characters just get more intriguing by the episode.  ","  I just can't shake off that one scene though, it was kind of haunting, wasn't it?",neutral,slow,quiet,sad,slow,quiet
travel_158,"A : I just can't stop thinking about our trip to Japan; it’s gonna be so amazing! B : Oh, for sure! I’ve been looking up all the best spots for us to visit when we're there. A : Right? The food, the sights, cherry blossoms – we’ve got to see and taste everything!",travel_158/c_2.wav,travel_158/r_2.wav,"B: I was reading about this onsen in Hakone, apparently, it's got a great view of Mount Fuji.  ","  Oh, that sounds divine – fingers crossed for a clear day then! It’d be a dream come true.",friendly,normal,quiet,friendly,normal,normal
finance_26,"A : I just got my year-end bonus, and it's way more than I expected! B : That's amazing! Have you thought about what you're going to do with it? A : Oh, I've got a whole list! But I'm definitely thinking of investing part of it.",finance_26/c_0.wav,finance_26/r_0.wav,"B: Investing is a smart move; the sooner you start, the better your returns could be.  ","  Yeah, taking it slow, researching options, maybe mutual funds or stocks, not sure yet.",neutral,slow,normal,neutral,normal,normal
game_370,"A : Yeah, I totally nailed that level, didn't see it coming at all! B : No way, that was epic! How did you even dodge that last trap?! A : Just lucky I guess, but hey, we make a great team!",game_370/c_0.wav,game_370/r_0.wav,"B: So, ready for the next challenge?  ","  Absolutely, let’s keep this win streak going!",neutral,normal,normal,friendly,normal,normal
sport_62,"A : I still can't believe our team won last night in the last second! B : Yeah, that was an incredible game! The whole city must be celebrating! A : For sure, I think they deserve a parade after a game like that!",sport_62/c_0.wav,sport_62/r_0.wav,B: What do you think about the game next week?  ,"  Well, if they keep up their defense, they've got a good chance to win again.",neutral,slow,quiet,neutral,slow,quiet
technology_310,"A : I just read about the new VR system coming out, it's supposed to be mind-blowing! B : Seriously? That's incredible, I can't wait to try it, gaming is going to be so immersive! A : Absolutely, and it's not just for gaming. Imagine the educational possibilities!",technology_310/c_2.wav,technology_310/r_2.wav,"B: Yeah, it will be interesting to see how it unfolds.  ","  Let's stay hopeful they'll deliver on the hype without breaking our wallets, right?",friendly,fast,loud,cheerful,normal,normal
movie_253,"A : I finally got around to watching that new superhero movie everyone's been raving about. B : Oh, isn't it fantastic? The special effects were absolutely mind-blowing! A : Totally! I was on the edge of my seat the whole time, especially during the final battle scene.",movie_253/c_2.wav,movie_253/r_2.wav,"B: I thought the plot twist was quite clever, actually.  ","  I hope they keep up the clever writing in the sequels, it made the whole experience so much more enjoyable.",friendly,normal,normal,cheerful,normal,normal
sport_151,"A : I can't believe we won the match yesterday! It was so epic! B : Right?! The last-minute goal was absolutely mind-blowing! A : Yeah, I'm just hoping we can keep this momentum going for the next game.",sport_151/c_0.wav,sport_151/r_0.wav,"B: That player's performance was just okay, don't you think?  ","  Just okay? They were a crucial part of the defense, c'mon!",unfriendly,normal,normal,unfriendly,normal,loud
book_251,"A : I just finished this amazing book last night, can't wait to share the details with you! B : Oh, that sounds fantastic! What's the title? I might want to read it too. A : It's called 'The Adventure of the Lost Realm'. It's an epic story filled with twists!",book_251/c_1.wav,book_251/r_1.wav,B: That title alone has piqued my interest. Tell me more.  ,  Why the outburst? I was just getting to the good part about the explorers' journey and the hidden treasures.,unfriendly,fast,loud,unfriendly,normal,quiet
sport_279,A : I managed to get tickets for the big game next weekend! B : Seriously? That's awesome! I can't wait to go with you! A : It's going to be an epic day. We'll cheer our team on together!,sport_279/c_0.wav,sport_279/r_0.wav,B: Do you think our team will win?  ,"  Well, you never know with sports, but I'm feeling pretty optimistic about our chances!",neutral,slow,normal,cheerful,normal,normal
entertainment_11,"A : I finally watched that new comedy everyone's been talking about - it was hilarious! B : Right? I was in stitches the whole time, especially during that scene with the runaway llama! A : But did you see how it subtly touched on the theme of loneliness? That part got me right in the feels.",entertainment_11/c_0.wav,entertainment_11/r_0.wav,B: I wonder if they're going to make a sequel.  ,"  Yeah, with the success it's had, I wouldn't be surprised if they did.",neutral,normal,normal,neutral,normal,normal
movie_423,"A : I can't believe how incredible that action scene was! B : Right?! The special effects were mind-blowing, truly top-notch! A : It really pulled me into the story, made me feel like I was right there with the characters.",movie_423/c_0.wav,movie_423/r_0.wav,B: I heard the sequel is already in production.  ,"  Oh, fingers crossed they can keep up the quality for the next one.",neutral,slow,quiet,friendly,slow,quiet
sport_553,"A : I can’t believe we won the game! That final shot was epic! B : Yeah, and the crowd went absolutely wild. What an amazing experience. A : We should totally celebrate! How about we grab some beers tonight?",sport_553/c_2.wav,sport_553/r_2.wav,"B: Sure, where do you suggest we go?  ",  How about the little lounge on Seventh? It's got a great vibe for celebrations.,friendly,normal,quiet,friendly,normal,normal
health_29,"A : I finally hit my goal of running five miles today! B : That's fantastic! You've been really dedicated to your training. A : I know, right? I'm thinking of signing up for a marathon next!",health_29/c_0.wav,health_29/r_0.wav,B: Maybe you should take a day off to rest.  ,"  You might be right, my legs are pretty sore actually.",neutral,slow,normal,sad,normal,normal
book_495,"A : I couldn't get enough of that new mystery novel! It was such a page-turner! B : Oh, that sounds thrilling! I've been looking for something gripping to read. A : Yeah, but the ending felt rushed. I wish the author had taken more time to wrap things up.",book_495/c_0.wav,book_495/r_0.wav,B: I'll have to borrow it from you then. I'm curious about the ending now.  ,"  Sure, but don't say I didn't warn you about that ending.",neutral,normal,normal,unfriendly,normal,normal
food_477,"A : I finally tried that new Italian restaurant downtown, and it was amazing! B : Oh, that's awesome! What dish would you recommend the most? A : Their lasagna is to die for, hands down the best I've ever had!",food_477/c_2.wav,food_477/r_2.wav,"B: So, should we plan to go there next weekend?  ","  Absolutely! I can't wait to share that lasagna with you, let's book a table right away!",cheerful,fast,normal,cheerful,fast,loud
finance_164,"A : I finally finished my taxes, got a decent refund too! B : That's great to hear! Maybe you can put that extra cash towards your savings. A : Yeah, I was thinking about that, or maybe investing some of it.",finance_164/c_2.wav,finance_164/r_2.wav,B: What type of investment are you considering?  ,"  Not sure yet, I'm still weighing the options. Thinking about mutual funds or bonds, perhaps.",unfriendly,normal,normal,unfriendly,slow,normal
music_369,"A : I just got tickets to that concert we were talking about! B : Oh wow, that's amazing! I've been looking forward to this for months! A : Yeah, it's going to be a blast. We'll have such a great time together!",music_369/c_0.wav,music_369/r_0.wav,"B: So, who's your favorite artist performing?  ","  It's tough to choose, but I think the headliner is the one I'm most excited to see.",neutral,slow,normal,neutral,normal,normal
weather_226,"A : Can't believe how sunny it's been lately, right? B : Yeah, I'm really hoping it holds up for the weekend. A : Oh absolutely, a barbecue would be perfect with this weather!",weather_226/c_0.wav,weather_226/r_0.wav,B: You think it’s going to stay sunny?  ,"  Well, the forecast says it might stay clear, so fingers crossed.",neutral,slow,normal,neutral,slow,normal
work_397,"A : So, I just pitched our project idea to the boss, and guess what? He absolutely loved it! B : That's incredible news! Our hard work is finally paying off! A : Definitely! I'm sure we're about to kickstart something great.",work_397/c_0.wav,work_397/r_0.wav,B: We should start planning the next steps soon.  ,"  Yeah... we definitely need to get the ball rolling, just hope we don't hit any snags.",neutral,slow,quiet,unfriendly,normal,normal
work_258,"A : Can you believe we got the contract signed so quickly? Our team rocked it! B : Absolutely, everyone pulled their weight. It's time for some well-deserved celebration! A : True, we should organize a small party or something - a token of appreciation for the team's hard work.",work_258/c_0.wav,work_258/r_0.wav,"B: Yeah, a party sounds like a good idea.  ","  Awesome, let's plan something for Friday so everyone can unwind and have fun!",neutral,normal,quiet,cheerful,normal,normal
entertainment_277,"A : Have you seen the latest episode of 'The Crown'? B : Absolutely! It totally blew my mind, the acting and the sets were just perfect! A : Right? And the plot twists this season are just getting better and better.",entertainment_277/c_0.wav,entertainment_277/r_0.wav,B: It's definitely worth a watch for anyone who hasn't started yet.  ,"  I know, it makes me sad thinking there are people missing out on such a great show.",neutral,slow,quiet,sad,slow,quiet
music_512,"A : I just can't get over how amazing that concert was last night! The band was on fire! B : Absolutely, the energy was through the roof, and those guitar solos were just mind-blowing! A : I know, right? And when they played our favorite song, I thought I was gonna lose it, it was epic!",music_512/c_0.wav,music_512/r_0.wav,"B: Oh, I've just seen they're releasing a new album next month.  ","  Really? That's cool, we should definitely check it out when it drops.",neutral,slow,quiet,neutral,normal,normal
food_41,"A : That new burger place downtown is amazing, you have to try it! B : I don't know, I've heard their portions are pretty small for what you pay. A : Trust me, the flavors will totally make up for the size, it's worth every penny!",food_41/c_2.wav,food_41/r_2.wav,B: I guess I could give it a shot sometime.  ,"  Awesome! Maybe we can go together this weekend, it'll be fun!",cheerful,fast,normal,cheerful,normal,normal
health_440,"A : Gosh, I just got back from my morning run and I feel incredible! B : Morning exercise does wonders for your energy levels, right? A : Absolutely, it sets the tone for the whole day.",health_440/c_2.wav,health_440/r_2.wav,B: Do you think diet is as important as exercise?  ,"  Definitely, a balanced diet complements exercise for the best health results!",friendly,normal,normal,friendly,normal,normal
technology_401,"A : I just read that there's a new smartphone release coming up next month! B : Oh, that's interesting, but I just dropped my phone in water this morning. A : Don't worry, the new model might be water-resistant, you could consider getting that one!",technology_401/c_0.wav,technology_401/r_0.wav,"B: So, how's the battery life on the new phone?  ","  From what I've read, the battery life is a huge improvement, it can last almost two days!",neutral,normal,normal,friendly,normal,normal
game_561,A : I can't believe we finally beat the boss level! B : Right? That was intense! My adrenaline is still pumping. A : I'm really proud of how well we worked together on that.,game_561/c_0.wav,game_561/r_0.wav,B: We should think about the strategy for the next level too.  ,"  Yeah, for sure, once we level up a bit more we'll be golden.",neutral,normal,normal,cheerful,normal,normal
sport_516,"A : I've been playing tennis twice a week, and man, it's such a great workout! B : That's awesome! Tennis is definitely a fun way to stay in shape. How's your backhand coming along? A : Oh, it's getting there! I've been practicing a lot. Maybe we should play a match sometime soon!",sport_516/c_0.wav,sport_516/r_0.wav,"B: Yeah, let's set up a time to hit the court together.  ","  Sure thing, let's check our schedules and find a day that works.",neutral,slow,normal,neutral,normal,normal
food_507,"A : I just can't get over how amazing that burger was last night! B : Oh, I know right? The flavors were out of this world! A : But now it's all gone, and we're back to salad tonight.",food_507/c_2.wav,food_507/r_2.wav,B: Do you want to go out to eat again tonight?  ,"  Oh, that would be nice! Maybe we can find a place that serves healthier options?",friendly,slow,quiet,cheerful,normal,normal
shopping_18,"A : I finally found the perfect jacket for our trip! B : Oh, that's awesome! Did you get a good deal on it? A : Yes, got it at half price! Can you believe that?",shopping_18/c_0.wav,shopping_18/r_0.wav,B: I’m thinking of picking up some new shoes to go with my outfit.  ,"  Oh, nice! What kind of shoes are you considering? Something comfy for walking, I hope.",neutral,slow,quiet,friendly,normal,normal
weather_440,"A : Isn't it beautiful outside today? The sun is just perfect! B : Absolutely! Makes me want to drop everything and head to the beach! A : You bet, a beach day in this weather would be amazing.",weather_440/c_0.wav,weather_440/r_0.wav,B: I heard it's supposed to stay sunny all week.  ,"  That's great, it means more sunny days ahead for us to enjoy.",neutral,slow,normal,neutral,slow,normal
sport_491,"A : I can't believe our team just scored in the last second, that was incredible! B : Totally! It’s moments like these that make watching sports so thrilling! A : We have to celebrate this win; it's not every day we get such a nail-biting finish!",sport_491/c_0.wav,sport_491/r_0.wav,B: We should definitely plan something for the next game.  ,"  Yeah, count me in, but I just hope I'm not jinxing it by being too optimistic.",neutral,slow,quiet,sad,slow,quiet
shopping_128,"A : I found this amazing jacket on sale, half off! B : No way, that’s awesome! What color did you get? A : It’s that deep blue one I showed you last week, remember?",shopping_128/c_0.wav,shopping_128/r_0.wav,B: Do you think it's worth the price?  ,"  Not sure now, you seem to have doubts and it was a bit pricey...",unfriendly,slow,quiet,sad,slow,quiet
technology_219,"A : I just got the latest smartwatch, it's incredible what it can do! B : That sounds amazing, what are some of the features? A : It tracks your fitness, controls smart home devices, and even measures your stress levels!",technology_219/c_0.wav,technology_219/r_0.wav,B: I've been thinking of getting one myself.  ,"  You should definitely consider it, it's been a game changer for me.",neutral,slow,normal,neutral,normal,normal
work_531,"A : So, guess who just got promoted to manager! B : That's amazing, congrats! You totally deserve it after all the hard work. A : Thanks! I'm really excited, but also a bit nervous about the new responsibilities, you know?",work_531/c_0.wav,work_531/r_0.wav,"B: I'm sure you'll do great, just give it some time.  ","  Yeah, I guess patience is key. I just have to take it step by step.",neutral,slow,quiet,neutral,slow,normal
game_129,"A : Man, I can't believe how epic that last round was! B : Absolutely, your final move was a stroke of genius! A : Thanks! I've been practicing that combo for weeks.",game_129/c_2.wav,game_129/r_2.wav,"B: That new game is coming out next week, right?  ","  Right, next week! Fingers crossed it lives up to the hype!",friendly,normal,quiet,cheerful,normal,normal
work_502,"A : I absolutely killed that presentation today, the boss was super impressed! B : That's amazing to hear, congrats! You must've worked so hard on it. A : You know it! Gonna ride this wave and ask for that promotion next week.",work_502/c_0.wav,work_502/r_0.wav,"B: So, what's the plan for the next project?  ","  Well, the plan is pretty straightforward, we just follow the same strategy as the last time.",neutral,slow,normal,neutral,normal,normal
game_546,"A : I can't believe we won that round, it was so close! B : Yeah, and your final move was epic, totally caught them off guard! A : We should enter the tournament next week; we'd have a real shot at winning!",game_546/c_0.wav,game_546/r_0.wav,"B: Hmm, I'm not so sure about the tournament...  ","  Oh come on, don't be so doubtful. We've been doing great.",neutral,slow,quiet,sad,slow,quiet
movie_80,"A : I absolutely loved the special effects in that movie, they were just mind-blowing! B : Right?! I was super impressed by how they managed to make those scenes look so realistic! A : And the plot twist at the end? I did not see that coming at all!",movie_80/c_0.wav,movie_80/r_0.wav,"B: That actor really brought the character to life, don't you think?  ","  Absolutely, the depth they put into that role was amazing.",neutral,normal,normal,neutral,normal,normal
entertainment_311,"A : I can't believe we got front row tickets to the concert! B : Right?! It's going to be absolutely epic, can't wait to sing along with the band! A : And the opening act is one of our favorites too, what luck!",entertainment_311/c_2.wav,entertainment_311/r_2.wav,B: I heard they might even do a meet and greet.  ,"  Oh, fingers crossed! Meeting them would be a dream come true!",friendly,fast,loud,cheerful,fast,loud
sport_195,A : I finally got tickets to the basketball game this weekend! B : That's amazing! Who's playing this time? A : It's the finals! Our home team made it! It's gonna be so hype!,sport_195/c_2.wav,sport_195/r_2.wav,B: I can't wait to see how the game turns out.  ,  Absolutely! Let's keep our fingers crossed and hope for the best!,friendly,normal,loud,cheerful,normal,normal
shopping_286,"A : I absolutely love shopping during the holiday sales, you can find some great deals! B : Yeah, it's really the best time to buy the things you've been eyeing all year. A : I just got these amazing shoes for half off!",shopping_286/c_0.wav,shopping_286/r_0.wav,"B: That's awesome, we should go to the mall again sometime soon.  ","  Totally, maybe next weekend? We can make a day out of it!",neutral,normal,normal,friendly,normal,normal
travel_327,"A : I just can’t get over how amazing our trip to Greece was! B : Absolutely, the beaches were stunning and the food was to die for! A : And don't even get me started on that sunset in Santorini, it was like a dream!",travel_327/c_2.wav,travel_327/r_2.wav,B: I found the historical sites to be profoundly impactful as well.  ,"  Indeed, touching those age-old stones was quite a humbling experience.",friendly,slow,loud,friendly,normal,quiet
food_511,"A : So, I tried that new sushi place downtown and wow, the rolls were absolutely amazing! B : Oh, really? I've been curious about that spot. What did you get from there? A : I went all out and got the deluxe platter; the presentation was just as impressive as the taste!",food_511/c_0.wav,food_511/r_0.wav,B: Should we plan to go together next time?  ,"  Yeah, that sounds like a great idea! Let's pick a date.",neutral,normal,normal,cheerful,normal,normal
shopping_549,"A : I just got the most amazing shoes on sale! B : That’s fantastic! Where did you get them from? A : Over at the mall, third store to the right; they've got a blowout sale this weekend!",shopping_549/c_2.wav,shopping_549/r_2.wav,B: Maybe we should go check it out tomorrow?  ,"  Definitely! Early bird gets the worm, right? Let's do it!",friendly,fast,loud,cheerful,fast,loud
music_206,"A : I just discovered this amazing new band, and their tunes are so catchy! B : Oh really? What's their name? I'd love to blast their music and see if it gets me pumped! A : They're called 'The Groove Masters', and they've got this one song that's just perfect for road trips.",music_206/c_2.wav,music_206/r_2.wav,B: I'll have to check them out tonight.  ,"  Definitely, I think you'll really enjoy them. Let me know what you think!",friendly,normal,normal,friendly,normal,normal
work_401,"A : Hey, guess what? I finally finished that huge project I've been working on for weeks! B : That's incredible news! We should definitely celebrate this weekend! A : Yes, for sure! I can barely wait to just relax and have a good time.",work_401/c_0.wav,work_401/r_0.wav,"B: Yeah, work has been quite demanding lately.  ","  Tell me about it, it feels like it's all just piling up nonstop.",neutral,slow,quiet,unfriendly,slow,quiet
sport_19,"A : I can't believe our team won the championship! B : It was such an incredible game, wasn't it? They played so well! A : Absolutely, the last-minute goal was mind-blowing for sure!",sport_19/c_2.wav,sport_19/r_2.wav,"B: Yeah, I'm thinking of buying the championship jersey.  ","  Oh, that would be a great way to remember the win, I hope they're not sold out!",friendly,normal,normal,cheerful,normal,normal
beauty_564,"A : I can't believe how incredible I felt after that spa day; my skin is glowing! B : Oh, absolutely! A good facial can do wonders, it's like a vacation for your face. A : But it's so pricey, and you need to book weeks in advance, it's a bit frustrating.",beauty_564/c_2.wav,beauty_564/r_2.wav,"B: True, it's quite an investment of time and money.  ","  I guess it comes down to prioritizing what's important to us and finding balance, you know?",friendly,slow,quiet,friendly,normal,quiet
food_503,"A : I can't believe how amazing that new burger place is! The flavors just explode in your mouth! B : Right? I went there yesterday, and I'm already craving another one. A : I don't know though, don't you think it's a bit too pricey for a burger?",food_503/c_0.wav,food_503/r_0.wav,"B: Well, you do get what you pay for.  ","  True, the quality is unbeatable, and I guess it's worth it every now and then!",neutral,normal,normal,cheerful,normal,normal
music_355,"A : 'Hey, did you catch that new song by The Wild Hearts? It's really an energy booster!' B : 'I missed it. But I've been hearing good things; I hope it lives up to the hype.' A : 'Trust me, it's as good as they say! Upbeat tempo, catchy lyrics – total earworm material!'",music_355/c_0.wav,music_355/r_0.wav,B: 'I'll have to give it a listen sometime soon.'  ,"  'Sure thing, let me know when you do—I'd love to hear your thoughts on it.'",neutral,slow,quiet,friendly,normal,normal
travel_580,"A : I can't wait to hit the beach and get some sun! B : Yeah, I'm really looking forward to some relaxation. Hopefully, the weather stays nice. A : It's going to be epic! Surfing, volleyball, barbecues, you name it!",travel_580/c_0.wav,travel_580/r_0.wav,"B: So, when are we leaving for the trip?  ","  We're heading out early Saturday morning, so pack your bags!",neutral,normal,normal,cheerful,normal,normal
sport_265,"A : You wouldn't believe the game last night! Our team scored in the last second! B : That's insane! I bet the crowd went wild after that buzzer-beater! A : Yeah, it was a moment of pure joy. I'm telling you, sports bring people together.",sport_265/c_0.wav,sport_265/r_0.wav,B: I should start following the games more closely.  ,"  Definitely, it's a great way to unwind and there’s always something new happening.",neutral,normal,normal,cheerful,normal,normal
finance_206,"A : I just got my bonus today, and I'm thinking about investing some of it! B : That's great to hear! Have you thought about what kind of investment you're interested in? A : Well, I really hope to grow my savings, but I need to be careful with the risks.",finance_206/c_0.wav,finance_206/r_0.wav,B: Maybe you should consider a diversified portfolio to spread out the risk.  ,"  Hmm, diversification sounds prudent, but it's a bit complex for me.",unfriendly,slow,quiet,unfriendly,normal,quiet
entertainment_168,"A : I just watched the latest episode of that new sci-fi series, and it was incredible! B : Oh really? I've been meaning to check it out! Is it really as good as everyone says? A : Absolutely, it's got a great plot and the special effects are out of this world!",entertainment_168/c_0.wav,entertainment_168/r_0.wav,B: Should we binge-watch it this weekend?  ,"  Well, I'm not sure, I've got quite a bit on my plate right now.",neutral,normal,normal,unfriendly,normal,normal
beauty_224,"A : I just can't believe how amazing that new beauty salon is! B : Right? Their service is exceptional, and my skin felt so rejuvenated after! A : They even have those organic treatments that are all the rage now!",beauty_224/c_0.wav,beauty_224/r_0.wav,"B: Yeah, the organic treatments are quite a hit.  ","  Totally, it's like they know exactly what's best for our skin, isn't it?",neutral,slow,normal,friendly,normal,normal
work_558,"A : So I heard we got the contract, that's awesome news! B : Absolutely, the whole team's been working so hard for this. Celebratory drinks on me! A : I really appreciate that, it's been quite the sprint, but we did it together.",work_558/c_0.wav,work_558/r_0.wav,B: Do you think we should start planning for the next phase now or wait till Monday?  ,  I reckon a bit of rest is needed. We could hit the ground running on Monday with fresh eyes.,neutral,slow,quiet,neutral,normal,normal
beauty_449,"A : I absolutely love this new skincare routine I've been trying, it works wonders! B : Oh really? That sounds great, I've been looking for something to refresh my skin too. A : You should totally give it a go, I can give you the details if you're interested.",beauty_449/c_2.wav,beauty_449/r_2.wav,B: Could you tell me more about it?  ,"  Absolutely, I'll text you all the details right away, you’re going to love how it feels on your skin!",friendly,fast,loud,cheerful,fast,normal
game_158,"A : I finally beat that level I've been stuck on for weeks! B : That’s awesome! I knew you could do it! A : Thanks, your tips really helped.",game_158/c_2.wav,game_158/r_2.wav,"B: So, ready to start the next challenge?  ",  Definitely! I’m really hopeful about this next one!,friendly,normal,normal,cheerful,normal,normal
school_498,"A : I totally aced that math test, I've been studying for weeks! B : That's amazing, congrats! I knew you'd do great! A : It feels so good, all that hard work finally paid off!",school_498/c_2.wav,school_498/r_2.wav,B: I'm a bit worried about the history project we have due next week.  ,"  Don't worry, we'll work on it together, we've got this!",friendly,normal,normal,friendly,normal,normal
